,dates,headline,section_name,abstract,Format_date,Tag
9,2003-05-07T05:00:00+0000,How Vietnam Halted SARS And Saved the Life of a Nurse,World,"Vietnam's success in stopping spread of SARS described; Aileen Plant, who led fight against SARS in Vietnam for World Health Organization, cites government's decision after key Mar 9 meeting with WHO to fight outbreak openly and aggressively; says most of government was mobilized to deal with infection and its consequences; disease entered nation through one infected person, American Johnny Chen, who came to Hanoi in Feb after Hong Kong stay; Vietnam moved quickly to confine outbreak to Hanoi French Hospital, where he was treated before being evacuated to Hong Kong, where he died; Vietnam closed hospital to new patients and visitors Mar 11; most of its staff remained inside, some falling ill, others watching colleagues sicken and die; Nguyen Thi Men, nurse who was only survivor of six most critically ill patients, describes recovery, interview; photo (M)",5/7/2003,
0,2003-05-06T05:00:00+0000,Students in SARS Countries Banned for Berkeley Session,World,"Univ of California at Berkeley takes unusual step of turning away about 500 summer students from China, Taiwan, Hong Kong and Singapore because of large number of SARS cases reported in those areas; university officials say decision is based on advice from city's health officer and campus health experts; students enrolled at other campuses in Univ of California system will not be affected, although system issues statement urging campus officials to consider following Berkeley's lead; there have been no reported cases of SARS at Berkeley; other American universities have not taken major step Berkeley has, but they are being vigilant about visitors from SARS-affected areas; some colleges are pulling back students from study-abroad programs in those areas and have canceled summer programs (M)",5/6/2003,
1,2003-05-06T05:00:00+0000,Hong Kong to Set Up a Center To Conduct SARS Research,World,"Hong Kong will establish regional medical surveillance and research center to study SARS and spot future illnesses before they can turn into epidemics, and will ask neighboring Guangdong Province to cooperate; Tung Chee-hwa, Hong Kong's chief executive, will ask Legislative Council for $64 million for research into infectious diseases; has been in detailed talks about SARS with Pres Hu Jintao and Prime Min Wen Jiabao of China and with Guangdong provincial leaders; World Health Orgn welcomes research initiative because Pearl River delta, which encompasses Hong Kong, Macao and much of Guangdong, has history of producing many of world's biggest pandemics; SARS is thought to have started in Guangdong; photo (M)",5/6/2003,
2,2003-05-06T05:00:00+0000,Sales of U.S. Company's Drug Rise as Chinese Try It Against SARS,World,"Sales of antiviral drug Zadaxin surge because doctors in China are using it in attempt to contain widening outbreak of SARS; drug is produced by small American biotechnology company SciClone Pharmaceuticals; it is not yet approved for use in United States, Europe or Japan; SciClone president Donald R Sellers says Chinese are probably trying many drugs; Zadaxin is currently being tested by US government scientists, who are screening thousands of compounds in hopes of finding some that may work against SARS (M)",5/6/2003,
3,2003-05-03T05:00:00+0000,SARS Spreads in Taiwan; W.H.O. Plans Trip There,World,"SARS appears to be spreading in Taiwan as fast or faster than anywhere except mainland China, prompting World Health Organization to prepare to send team there despite risk of creating diplomatic tensions with Beijing; Taiwan announces that it has 11 more confirmed cases, number that has more than tripled in last 10 days; five people die of SARS in Taiwan, raising its death toll to eight; chart shows outbreak in Taiwan; photo (M)",5/3/2003,1
4,2003-05-09T05:00:00+0000,"Travel Warning Unfair, Taipei's Mayor Says",World,"Mayor Ma Ying-jeou of Taipei says it is unfair of World Health Orgn to advise against travel to city; says many precautions have been taken to make city safe; notes Taiwan has already imposed strict travel restrictions of its own: no one except Taiwanese citizens may enter from mainland China, Hong Kong, Singapore or Toronto (M)",5/9/2003,
5,2003-05-03T05:00:00+0000,Executives in Singapore Chafe at SARS-Related Travel Bans,World,"Malaise spreads throughout executive class in Singapore, even as signs emerge that Singapore has largely contained its own outbreak of SARS; many executives chafe at travel restrictions imposed by their companies, which are keeping them stuck in Singapore unable to visit clients (M)",5/3/2003,
6,2003-05-06T05:00:00+0000,World Briefing | Asia: China: More Unrest Over Sars,World,"Estimated 1,000 villagers in Zhejiang, China, surround government office and vandalize officials' cars in protest against quarantining of SARS patients in building; residents fear spread of SARS to their neighborhood (S)",5/6/2003,
7,2003-05-09T05:00:00+0000,"Quarantine Ends for Some in Beijing, but the Infection Is Still Spreading",World,"About 400 students, teachers and workers emerge from two weeks' quarantine at university in Beijing, but there are 94 more confirmed cases of SARS in capital; one Communist Party leader says more than 120 officials around country have been fired or disciplined for 'lack of vigor' in containing virus or for concealing local cases; greatest fear of Chinese and international health officials now is that SARS may start spreading fast in China's vast, medically underequipped interior provinces; photo (M)",5/9/2003,
8,2003-05-03T05:00:00+0000,"For Anxious Families, SARS in China Adds Uncertainty",World,"SARS epidemic in China does not deter Americans from traveling there to adopt babies; their trips are delayed, however, by complications like closed offices and crippled transportation systems; photos (M)",5/3/2003,
9,2003-05-09T05:00:00+0000,"Study Says Virus Has Remained Stable, Not Weakening as the Illness Spread",World,"First major study of genome of SARS virus shows it has not mutated significantly in its spread to different countries; some experts are encouraged, saying that if virus remains stable, chances increase that vaccine might be developed; other experts had expressed hope that SARS virus would weaken as it passed through successive generations, causing less severe illness as it spreads; World Health Orgn extends its warning against nonessential travel to Tianjin municipality and Inner Mongolia in China and to Taipei, Taiwan, citing continuing spread of disease; graphs (M)",5/9/2003,
0,2003-05-01T05:00:00+0000,12 SARS PATIENTS REPORT RELAPSES,World,"Hong Kong health officials say dozen patients who seemed to recover from SARS have become ill again after leaving hospital; relapses raise unsettling questions on disease, about which much is still unknown; officials say some became ill again more than two weeks after discharge; it is not clear whether patients contracted infection second time, or simply became ill with same virus after seeming to recover; relapses may mean that patients can still transmit SARS even when they are no longer thought to be infectious; if so, transmission might recur in countries where officials have said outbreak is over; these are first relapses to be reported since epidemic broke out in China last fall; relapses are another sign of critical need for doctors to develop diagnostic test for SARS; Hong Kong hospitals are releasing patients who no longer show symptoms, with no way to determine whether patients still have virus in their bodies; map (M)",5/1/2003,
